User-ID;No-Of-Ratings;Age
100426;1;62.0
100435;1;29.0
100438;1;44.0
100440;1;31.0
100442;1;48.0
100449;1;20.0
100457;1;46.0
100464;1;23.0
100470;1;29.0
100474;1;27.0
100475;1;38.0
100484;1;49.0
100486;1;34.0
100487;1;34.0
100488;1;34.0
100489;1;24.0
100493;1;34.0
100500;1;34.0
100501;1;24.0
100512;1;31.0
100523;1;29.0
100534;1;34.0
100540;1;34.0
100543;1;34.0
100545;1;15.0
100549;1;34.0
100552;1;34.0
100553;1;34.0
100564;1;34.0
100572;1;16.0
100580;1;60.0
100582;1;34.0
100591;1;15.0
100601;1;34.0
100602;1;15.0
100607;1;34.0
100612;1;34.0
100628;1;25.0
100631;1;26.0
100638;1;23.0
100643;1;34.0
100645;1;41.0
100649;1;34.0
100657;1;34.0
100662;1;34.0
100664;1;34.0
100667;1;26.0
100673;1;34.0
100682;1;16.0
100685;1;34.0
100688;1;32.0
100693;1;20.0
100695;1;34.0
100703;1;28.0
100712;1;32.0
100713;1;34.0
100717;1;34.0
100720;1;36.0
100721;1;52.0
100726;1;34.0
100743;1;34.0
100746;1;40.0
100747;1;34.0
100751;1;20.0
100755;1;50.0
100764;1;19.0
100770;1;34.0
100776;1;62.0
100777;1;34.0
100781;1;34.0
100784;1;20.0
100786;1;34.0
100787;1;43.0
100790;1;26.0
100792;1;15.0
100802;1;25.0
100803;1;34.0
100804;1;34.0
100805;1;59.0
100816;1;34.0
100823;1;34.0
100827;1;26.0
100843;1;43.0
100847;1;33.0
100851;1;37.0
100856;1;34.0
100858;1;34.0
100863;1;29.0
100864;1;35.0
100868;1;66.0
100882;1;34.0
100885;1;34.0
100888;1;39.0
100896;1;34.0
100899;1;59.0
100902;1;34.0
100904;1;34.0
100907;1;24.0
100909;1;34.0
100912;1;32.0
100914;1;35.0
100915;1;34.0
100923;1;50.0
100925;1;27.0
100929;1;34.0
100939;1;60.0
100946;1;34.0
100947;1;34.0
100949;1;42.0
100960;1;34.0
100962;1;43.0
100966;1;54.0
100970;1;53.0
100979;1;47.0
100990;1;34.0
100995;1;27.0
101000;1;35.0
101003;1;34.0
101006;1;67.0
101007;1;42.0
101008;1;67.0
101012;1;38.0
101018;1;28.0
101023;1;11.0
101025;1;54.0
101026;1;34.0
101027;1;34.0
101028;1;29.0
101033;1;34.0
101038;1;34.0
101046;1;19.0
101047;1;32.0
101051;1;34.0
101065;1;34.0
101066;1;40.0
101068;1;34.0
101069;1;30.0
101073;1;24.0
101079;1;22.0
101095;1;34.0
101102;1;34.0
101106;1;34.0
101108;1;34.0
101127;1;34.0
101147;1;34.0
101158;1;45.0
101164;1;34.0
101167;1;37.0
101175;1;34.0
101176;1;34.0
101178;1;34.0
101179;1;34.0
101194;1;34.0
101202;1;21.0
101210;1;47.0
101212;1;34.0
101221;1;34.0
101236;1;34.0
101239;1;34.0
101246;1;18.0
101248;1;34.0
101254;1;47.0
101257;1;30.0
101260;1;34.0
101265;1;34.0
101275;1;34.0
101278;1;19.0
101279;1;34.0
101282;1;35.0
101291;1;34.0
101296;1;34.0
101301;1;34.0
101303;1;34.0
101306;1;58.0
101310;1;31.0
101326;1;45.0
101330;1;52.0
101335;1;31.0
101341;1;34.0
101343;1;34.0
101347;1;34.0
101351;1;28.0
101354;1;34.0
101358;1;49.0
101370;1;55.0
101375;1;57.0
101380;1;17.0
101383;1;34.0
101384;1;36.0
101402;1;55.0
101403;1;48.0
101404;1;70.0
101410;1;34.0
101414;1;41.0
101419;1;35.0
101427;1;25.0
101428;1;34.0
101442;1;37.0
101448;1;34.0
101453;1;34.0
101461;1;26.0
101463;1;34.0
101469;1;24.0
101477;1;34.0
101483;1;25.0
101484;1;19.0
101498;1;22.0
101500;1;40.0
101504;1;63.0
101506;1;34.0
101511;1;34.0
101518;1;17.0
101526;1;24.0
101528;1;57.0
101531;1;34.0
101535;1;34.0
101538;1;16.0
101539;1;34.0
101549;1;34.0
101560;1;33.0
101561;1;25.0
101567;1;34.0
101571;1;19.0
101572;1;34.0
101574;1;52.0
101577;1;23.0
101581;1;31.0
101583;1;34.0
101584;1;34.0
101585;1;34.0
101590;1;24.0
101594;1;46.0
101595;1;55.0
101601;1;31.0
101602;1;13.0
101603;1;23.0
101607;1;34.0
101609;1;34.0
101623;1;15.0
101628;1;19.0
101630;1;21.0
101638;1;59.0
101641;1;18.0
101642;1;43.0
101643;1;34.0
101654;1;34.0
101658;1;48.0
101662;1;60.0
101663;1;34.0
101671;1;43.0
101672;1;34.0
101674;1;36.0
101677;1;34.0
101682;1;33.0
101684;1;34.0
101688;1;34.0
101694;1;14.0
101697;1;34.0
101709;1;34.0
101715;1;34.0
101721;1;35.0
101722;1;34.0
101723;1;9.0
101727;1;32.0
101732;1;34.0
101734;1;34.0
101735;1;34.0
101747;1;30.0
101753;1;34.0
101766;1;34.0
101769;1;34.0
101772;1;34.0
101784;1;34.0
101791;1;34.0
101793;1;34.0
101797;1;34.0
101798;1;32.0
101801;1;56.0
101803;1;34.0
101810;1;34.0
101816;1;9.0
101823;1;34.0
101826;1;40.0
101839;1;51.0
101840;1;19.0
101845;1;34.0
101846;1;32.0
101847;1;24.0
101853;1;34.0
101855;1;66.0
101857;1;34.0
101861;1;61.0
101864;1;34.0
101866;1;31.0
101873;1;34.0
101888;1;34.0
101891;1;29.0
101892;1;15.0
101894;1;33.0
101895;1;28.0
101897;1;77.0
101898;1;34.0
101902;1;34.0
101908;1;34.0
101916;1;34.0
101917;1;44.0
101924;1;57.0
101929;1;34.0
101934;1;34.0
101935;1;34.0
101936;1;34.0
101940;1;54.0
101941;1;24.0
101944;1;31.0
101950;1;25.0
101955;1;34.0
101960;1;28.0
101962;1;34.0
101983;1;16.0
101989;1;56.0
101992;1;34.0
101993;1;34.0
102012;1;30.0
102013;1;45.0
102017;1;34.0
102027;1;21.0
102038;1;34.0
102048;1;50.0
102053;1;34.0
102059;1;34.0
102063;1;62.0
102066;1;34.0
102076;1;34.0
102080;1;34.0
102087;1;34.0
102091;1;34.0
102096;1;36.0
102103;1;49.0
102108;1;23.0
102112;1;34.0
102118;1;19.0
102124;1;19.0
102125;1;51.0
102128;1;34.0
102132;1;59.0
102136;1;55.0
102148;1;26.0
102150;1;18.0
102165;1;104.0
102168;1;37.0
102173;1;34.0
102176;1;37.0
102178;1;34.0
102179;1;66.0
102184;1;34.0
102186;1;34.0
102190;1;34.0
102199;1;34.0
102200;1;22.0
102206;1;34.0
102209;1;34.0
102224;1;34.0
102226;1;34.0
102231;1;34.0
102234;1;28.0
102238;1;66.0
102241;1;43.0
102265;1;30.0
102276;1;34.0
102288;1;34.0
102292;1;50.0
102293;1;26.0
102294;1;24.0
102297;1;34.0
102299;1;34.0
102300;1;34.0
102306;1;34.0
102310;1;22.0
102312;1;56.0
102314;1;34.0
102316;1;34.0
102317;1;34.0
102324;1;34.0
102328;1;34.0
102332;1;21.0
102333;1;34.0
102334;1;34.0
102336;1;54.0
102338;1;34.0
102340;1;34.0
102345;1;34.0
102347;1;28.0
102351;1;36.0
102352;1;39.0
102365;1;34.0
102367;1;34.0
102371;1;44.0
102379;1;15.0
102380;1;34.0
102396;1;34.0
102401;1;34.0
102415;1;34.0
102419;1;34.0
102420;1;49.0
102431;1;24.0
102437;1;34.0
102449;1;34.0
102455;1;34.0
102456;1;34.0
102458;1;34.0
102459;1;34.0
102461;1;34.0
102465;1;18.0
102467;1;36.0
102468;1;32.0
102476;1;34.0
102477;1;45.0
102479;1;34.0
102483;1;41.0
102500;1;34.0
102506;1;41.0
102507;1;34.0
102515;1;34.0
102520;1;34.0
102529;1;22.0
102530;1;34.0
102533;1;31.0
102535;1;29.0
102548;1;34.0
102552;1;34.0
102563;1;54.0
102570;1;78.0
102586;1;30.0
102594;1;34.0
102595;1;34.0
102599;1;28.0
102602;1;28.0
102607;1;18.0
102610;1;34.0
102611;1;34.0
102612;1;42.0
102614;1;34.0
102616;1;34.0
102619;1;46.0
102620;1;34.0
102627;1;34.0
102628;1;34.0
102636;1;17.0
102638;1;34.0
102641;1;47.0
102643;1;21.0
102645;1;25.0
102646;1;17.0
102648;1;31.0
102649;1;23.0
102653;1;39.0
102655;1;21.0
102673;1;24.0
102675;1;17.0
102685;1;34.0
102693;1;34.0
102695;1;34.0
102700;1;31.0
102701;1;42.0
102707;1;34.0
102710;1;34.0
102713;1;50.0
102714;1;19.0
102723;1;53.0
102727;1;9.0
102728;1;28.0
102730;1;34.0
102731;1;34.0
102747;1;40.0
102750;1;34.0
102752;1;34.0
102756;1;60.0
102757;1;63.0
102759;1;34.0
102760;1;63.0
102761;1;34.0
102764;1;30.0
102777;1;34.0
102780;1;34.0
102783;1;34.0
102786;1;25.0
102805;1;34.0
102810;1;29.0
102819;1;15.0
102820;1;34.0
102822;1;34.0
102826;1;34.0
102840;1;34.0
102843;1;62.0
102851;1;24.0
102861;1;29.0
102865;1;28.0
102866;1;42.0
102884;1;47.0
102886;1;23.0
102900;1;63.0
102902;1;40.0
102910;1;34.0
102911;1;35.0
102915;1;33.0
102916;1;34.0
102917;1;34.0
102924;1;35.0
102930;1;34.0
102933;1;35.0
102954;1;34.0
102963;1;34.0
102965;1;23.0
102972;1;34.0
102975;1;34.0
102989;1;34.0
102992;1;34.0
102998;1;31.0
103008;1;27.0
103012;1;34.0
103018;1;34.0
103019;1;15.0
103022;1;34.0
103029;1;34.0
103032;1;34.0
103038;1;34.0
103040;1;28.0
103042;1;44.0
103062;1;34.0
103068;1;34.0
103071;1;34.0
103074;1;34.0
103075;1;52.0
103079;1;53.0
103082;1;30.0
103090;1;30.0
103100;1;34.0
103109;1;34.0
103115;1;31.0
103117;1;26.0
103120;1;27.0
103124;1;55.0
103125;1;34.0
103135;1;34.0
103137;1;22.0
103138;1;34.0
103141;1;37.0
103149;1;16.0
103153;1;17.0
103156;1;34.0
103159;1;34.0
103161;1;15.0
103166;1;13.0
103168;1;34.0
103173;1;25.0
103175;1;14.0
103176;1;49.0
103177;1;34.0
103178;1;34.0
103181;1;34.0
103182;1;34.0
103185;1;10.0
103193;1;54.0
103196;1;34.0
103200;1;18.0
103204;1;55.0
103206;1;34.0
103209;1;34.0
103214;1;103.0
103220;1;23.0
103222;1;34.0
103227;1;34.0
103230;1;39.0
103237;1;34.0
103243;1;29.0
103249;1;34.0
103258;1;34.0
103261;1;45.0
103264;1;34.0
103284;1;37.0
103287;1;14.0
103289;1;13.0
103299;1;34.0
103309;1;22.0
103311;1;34.0
103312;1;24.0
103313;1;18.0
103318;1;34.0
103319;1;34.0
103323;1;34.0
103324;1;34.0
103325;1;24.0
103326;1;34.0
103332;1;34.0
103338;1;52.0
103339;1;34.0
103345;1;34.0
103349;1;36.0
103352;1;34.0
103354;1;13.0
103359;1;44.0
103368;1;34.0
103387;1;46.0
103392;1;17.0
103394;1;16.0
103401;1;23.0
103406;1;34.0
103407;1;50.0
103411;1;34.0
103414;1;34.0
103420;1;53.0
103424;1;36.0
103425;1;10.0
103441;1;33.0
103447;1;34.0
103448;1;34.0
103453;1;38.0
103454;1;56.0
103457;1;36.0
103464;1;34.0
103466;1;34.0
103474;1;26.0
103475;1;22.0
103479;1;34.0
103482;1;34.0
103484;1;34.0
103487;1;52.0
103491;1;34.0
103492;1;34.0
103493;1;20.0
103494;1;34.0
103497;1;17.0
103501;1;34.0
103508;1;34.0
103522;1;34.0
103523;1;34.0
103524;1;34.0
103528;1;34.0
103540;1;29.0
103544;1;34.0
103545;1;34.0
103548;1;34.0
103553;1;45.0
103561;1;34.0
103575;1;34.0
103576;1;51.0
103578;1;46.0
103583;1;64.0
103589;1;34.0
103591;1;34.0
103603;1;34.0
103610;1;51.0
103615;1;34.0
103618;1;16.0
103626;1;34.0
103628;1;34.0
103634;1;19.0
103640;1;30.0
103642;1;34.0
103652;1;34.0
103666;1;28.0
103667;1;25.0
103670;1;26.0
103673;1;45.0
103692;1;34.0
103698;1;40.0
103700;1;27.0
103704;1;34.0
103706;1;34.0
103707;1;34.0
103708;1;64.0
103712;1;34.0
103721;1;34.0
103722;1;34.0
103729;1;31.0
103732;1;46.0
103734;1;34.0
103736;1;34.0
103747;1;34.0
103749;1;34.0
103751;1;34.0
103758;1;34.0
103765;1;71.0
103778;1;50.0
103782;1;34.0
103783;1;50.0
103789;1;23.0
103790;1;39.0
103795;1;34.0
103801;1;34.0
103821;1;34.0
103822;1;34.0
103825;1;32.0
103831;1;34.0
103836;1;34.0
103837;1;37.0
103840;1;32.0
103841;1;34.0
103842;1;41.0
103845;1;32.0
103855;1;24.0
103856;1;34.0
103859;1;34.0
103866;1;34.0
103872;1;48.0
103877;1;34.0
103878;1;34.0
103881;1;34.0
103891;1;34.0
103892;1;58.0
103897;1;34.0
103905;1;34.0
103906;1;21.0
103907;1;22.0
103911;1;38.0
103916;1;16.0
103917;1;34.0
103918;1;34.0
103924;1;15.0
103927;1;34.0
103939;1;47.0
103944;1;34.0
103945;1;54.0
103953;1;34.0
103954;1;43.0
103957;1;34.0
103966;1;23.0
103974;1;21.0
103975;1;53.0
103980;1;34.0
103985;1;34.0
103992;1;21.0
103993;1;59.0
104001;1;25.0
104003;1;21.0
104004;1;34.0
104007;1;61.0
104014;1;28.0
104015;1;34.0
104025;1;46.0
104027;1;32.0
104028;1;34.0
104040;1;16.0
104045;1;36.0
104047;1;34.0
104048;1;16.0
104049;1;34.0
104050;1;34.0
104056;1;21.0
104057;1;53.0
104062;1;52.0
104063;1;27.0
104064;1;19.0
104074;1;21.0
104075;1;21.0
104081;1;34.0
104094;1;34.0
104095;1;33.0
104096;1;34.0
104100;1;50.0
104111;1;32.0
104115;1;34.0
104117;1;34.0
104120;1;34.0
104128;1;34.0
104129;1;34.0
104137;1;34.0
104138;1;34.0
104139;1;28.0
104140;1;34.0
104145;1;34.0
104147;1;47.0
104149;1;56.0
104157;1;34.0
104158;1;39.0
104159;1;36.0
104163;1;34.0
104164;1;34.0
104172;1;34.0
104183;1;34.0
104186;1;48.0
104188;1;30.0
104190;1;34.0
104191;1;34.0
104192;1;28.0
104199;1;23.0
104201;1;34.0
104206;1;34.0
104207;1;34.0
104209;1;56.0
104210;1;35.0
104218;1;34.0
104221;1;34.0
104222;1;34.0
104223;1;34.0
104230;1;42.0
104231;1;33.0
104233;1;22.0
104249;1;36.0
104250;1;32.0
104251;1;51.0
104252;1;39.0
104253;1;34.0
104255;1;43.0
104259;1;34.0
104279;1;34.0
104296;1;29.0
104298;1;34.0
104301;1;34.0
104302;1;34.0
104304;1;38.0
104308;1;23.0
104312;1;31.0
104313;1;40.0
104317;1;64.0
104322;1;34.0
104330;1;48.0
104335;1;34.0
104342;1;39.0
104360;1;23.0
104361;1;23.0
104366;1;34.0
104367;1;34.0
104368;1;18.0
104372;1;34.0
104382;1;34.0
104390;1;34.0
104400;1;34.0
104401;1;34.0
104411;1;60.0
104425;1;28.0
104426;1;34.0
104434;1;30.0
104441;1;34.0
104442;1;34.0
104445;1;26.0
104458;1;34.0
104462;1;34.0
104463;1;34.0
104466;1;24.0
104473;1;34.0
104475;1;26.0
104476;1;15.0
104484;1;34.0
104488;1;41.0
104500;1;29.0
104503;1;27.0
104508;1;26.0
104509;1;34.0
104514;1;34.0
104516;1;34.0
104519;1;16.0
104521;1;4.0
104525;1;34.0
104531;1;48.0
104535;1;33.0
104542;1;34.0
104548;1;45.0
104549;1;24.0
104551;1;34.0
104564;1;34.0
104571;1;34.0
104578;1;34.0
104579;1;48.0
104581;1;34.0
104582;1;42.0
104587;1;14.0
104590;1;34.0
104596;1;34.0
104610;1;34.0
104613;1;50.0
104618;1;34.0
104620;1;33.0
104623;1;22.0
104628;1;34.0
104631;1;36.0
104634;1;34.0
104641;1;24.0
104646;1;16.0
104647;1;16.0
104660;1;33.0
104668;1;34.0
104673;1;34.0
104678;1;34.0
104680;1;60.0
104686;1;35.0
104692;1;48.0
104695;1;21.0
104701;1;29.0
104707;1;45.0
104710;1;16.0
104711;1;34.0
104716;1;34.0
104719;1;23.0
104721;1;17.0
104725;1;34.0
104728;1;23.0
104732;1;34.0
104736;1;34.0
104739;1;16.0
104744;1;34.0
104746;1;34.0
104749;1;34.0
104755;1;34.0
104766;1;34.0
104772;1;34.0
104774;1;34.0
104775;1;34.0
104779;1;32.0
104787;1;35.0
104801;1;34.0
104802;1;18.0
104804;1;34.0
104810;1;34.0
104813;1;34.0
104814;1;34.0
104816;1;34.0
104818;1;15.0
104823;1;34.0
104836;1;27.0
104841;1;29.0
104842;1;34.0
104845;1;36.0
104846;1;34.0
104847;1;51.0
104859;1;40.0
104860;1;34.0
104866;1;34.0
104867;1;49.0
104869;1;31.0
104872;1;23.0
104887;1;32.0
104888;1;20.0
104894;1;34.0
104896;1;24.0
104903;1;34.0
104910;1;25.0
104915;1;26.0
104916;1;32.0
104926;1;34.0
104930;1;34.0
104936;1;37.0
104942;1;34.0
104944;1;47.0
104948;1;34.0
104951;1;34.0
104958;1;50.0
104960;1;17.0
104962;1;16.0
104968;1;58.0
104969;1;34.0
104976;1;39.0
104989;1;52.0
104995;1;34.0
104999;1;34.0
105002;1;34.0
105008;1;51.0
105014;1;51.0
105023;1;34.0
105029;1;34.0
105031;1;45.0
105036;1;34.0
105041;1;1.0
105043;1;34.0
105052;1;34.0
105064;1;55.0
105067;1;29.0
105068;1;13.0
105072;1;34.0
105073;1;19.0
105075;1;34.0
105087;1;24.0
105089;1;34.0
105091;1;24.0
105097;1;23.0
105103;1;34.0
105106;1;30.0
105109;1;53.0
105111;1;21.0
105121;1;14.0
105131;1;34.0
105132;1;19.0
105133;1;18.0
105135;1;42.0
105138;1;34.0
105144;1;34.0
105145;1;34.0
105148;1;15.0
105159;1;20.0
105163;1;34.0
105170;1;63.0
105173;1;34.0
105177;1;36.0
105194;1;16.0
105198;1;26.0
105200;1;20.0
105202;1;34.0
105203;1;34.0
105210;1;34.0
105211;1;34.0
105215;1;45.0
105219;1;58.0
105220;1;14.0
105222;1;34.0
105223;1;34.0
105228;1;21.0
105229;1;34.0
105234;1;34.0
105238;1;14.0
105253;1;27.0
105254;1;22.0
105258;1;34.0
105259;1;24.0
105270;1;50.0
105274;1;34.0
105276;1;28.0
105277;1;34.0
105285;1;41.0
105287;1;45.0
105294;1;29.0
105297;1;29.0
105314;1;24.0
105315;1;37.0
105320;1;34.0
105323;1;34.0
105329;1;34.0
105340;1;40.0
105345;1;40.0
105349;1;34.0
105350;1;34.0
105352;1;25.0
105361;1;54.0
105367;1;33.0
105375;1;19.0
105383;1;48.0
105384;1;34.0
105386;1;29.0
105388;1;34.0
105390;1;36.0
105394;1;34.0
105399;1;34.0
105404;1;34.0
105406;1;18.0
105408;1;34.0
105409;1;35.0
105410;1;35.0
105413;1;34.0
105414;1;34.0
105419;1;39.0
105420;1;14.0
105424;1;26.0
105426;1;23.0
105446;1;34.0
105451;1;34.0
105455;1;47.0
105458;1;34.0
105460;1;32.0
105470;1;21.0
105477;1;33.0
105481;1;15.0
105486;1;15.0
105489;1;29.0
105490;1;21.0
105508;1;34.0
105521;1;59.0
105523;1;34.0
105527;1;34.0
105542;1;34.0
105545;1;25.0
105550;1;34.0
105555;1;18.0
105569;1;31.0
105579;1;30.0
105583;1;34.0
105598;1;36.0
105600;1;49.0
105602;1;34.0
105609;1;28.0
105615;1;34.0
105618;1;34.0
105622;1;38.0
105624;1;35.0
105628;1;53.0
105640;1;26.0
105644;1;34.0
105646;1;34.0
105647;1;18.0
105648;1;34.0
105650;1;34.0
105655;1;34.0
105662;1;34.0
105666;1;34.0
105668;1;34.0
105670;1;35.0
105674;1;64.0
105675;1;21.0
105680;1;34.0
105687;1;34.0
105706;1;27.0
105720;1;34.0
105727;1;26.0
105731;1;34.0
105736;1;34.0
105743;1;34.0
105747;1;23.0
105753;1;26.0
105760;1;34.0
105764;1;18.0
105767;1;34.0
105775;1;20.0
105779;1;33.0
105781;1;20.0
105783;1;34.0
105799;1;34.0
105802;1;34.0
105803;1;33.0
105816;1;69.0
105820;1;18.0
105827;1;22.0
105838;1;16.0
105845;1;34.0
105849;1;34.0
105850;1;34.0
105855;1;34.0
105861;1;30.0
105870;1;22.0
105872;1;32.0
105876;1;54.0
105883;1;34.0
105898;1;26.0
105899;1;22.0
105902;1;34.0
105908;1;34.0
105919;1;13.0
105921;1;34.0
105922;1;34.0
105926;1;34.0
105928;1;16.0
105943;1;34.0
105945;1;34.0
105955;1;47.0
105966;1;16.0
105967;1;30.0
105971;1;30.0
105973;1;34.0
105984;1;34.0
105985;1;34.0
105994;1;34.0
106001;1;27.0
106003;1;34.0
106005;1;35.0
106006;1;34.0
106008;1;34.0
106009;1;34.0
106013;1;31.0
106015;1;34.0
106020;1;34.0
106021;1;34.0
106025;1;21.0
106035;1;34.0
106036;1;28.0
106039;1;15.0
106048;1;57.0
106049;1;34.0
106052;1;34.0
106053;1;34.0
106054;1;34.0
106066;1;51.0
106071;1;34.0
106073;1;34.0
106074;1;51.0
106075;1;34.0
106077;1;29.0
106080;1;29.0
106082;1;24.0
106087;1;34.0
106092;1;34.0
106094;1;13.0
106097;1;34.0
106099;1;23.0
106100;1;15.0
106101;1;14.0
106104;1;47.0
106105;1;33.0
106108;1;16.0
106109;1;33.0
106111;1;30.0
106117;1;21.0
106122;1;34.0
106125;1;14.0
106127;1;19.0
106130;1;13.0
106139;1;34.0
106142;1;14.0
106149;1;50.0
106154;1;34.0
106167;1;34.0
106184;1;41.0
106185;1;15.0
106186;1;53.0
106187;1;57.0
106191;1;44.0
106194;1;28.0
106195;1;34.0
106199;1;17.0
106200;1;34.0
106201;1;34.0
106213;1;27.0
106216;1;33.0
106218;1;34.0
106222;1;48.0
106226;1;53.0
106228;1;21.0
106237;1;34.0
106239;1;25.0
106240;1;14.0
106244;1;39.0
106248;1;28.0
106249;1;34.0
106250;1;68.0
106251;1;32.0
106254;1;20.0
106258;1;16.0
106260;1;46.0
106264;1;34.0
106267;1;34.0
106268;1;34.0
106271;1;34.0
106274;1;34.0
106288;1;34.0
106290;1;29.0
106296;1;30.0
106298;1;34.0
106299;1;34.0
106304;1;34.0
106305;1;45.0
106307;1;34.0
106309;1;34.0
106313;1;28.0
106317;1;34.0
106333;1;24.0
106340;1;57.0
106350;1;52.0
106351;1;38.0
106352;1;35.0
106353;1;48.0
106355;1;43.0
106360;1;17.0
106374;1;16.0
106377;1;68.0
106379;1;34.0
106381;1;58.0
106382;1;34.0
106383;1;28.0
106385;1;34.0
106387;1;20.0
106389;1;34.0
106392;1;26.0
106393;1;48.0
106395;1;44.0
106396;1;34.0
106409;1;34.0
106410;1;52.0
106416;1;18.0
106439;1;8.0
106442;1;34.0
106443;1;30.0
106448;1;34.0
106449;1;30.0
106451;1;34.0
106452;1;34.0
106456;1;29.0
106468;1;38.0
106469;1;34.0
106471;1;14.0
106472;1;23.0
106486;1;37.0
106489;1;34.0
106492;1;44.0
106494;1;57.0
106505;1;34.0
106518;1;27.0
106519;1;34.0
106520;1;34.0
106523;1;42.0
106526;1;34.0
106529;1;35.0
106535;1;58.0
106544;1;41.0
106563;1;34.0
106568;1;27.0
106569;1;46.0
106576;1;27.0
106578;1;22.0
106581;1;57.0
106586;1;34.0
106594;1;26.0
106603;1;28.0
106606;1;44.0
106626;1;34.0
106639;1;34.0
106644;1;29.0
106651;1;34.0
106656;1;46.0
106661;1;34.0
106674;1;34.0
106677;1;35.0
106684;1;20.0
106686;1;34.0
106693;1;55.0
106696;1;54.0
106699;1;34.0
106706;1;25.0
106709;1;35.0
106723;1;34.0
106738;1;46.0
106739;1;34.0
106746;1;34.0
106748;1;34.0
106750;1;34.0
106753;1;34.0
106756;1;34.0
106757;1;30.0
106759;1;27.0
106760;1;34.0
106764;1;15.0
106766;1;25.0
106767;1;34.0
106769;1;19.0
106778;1;23.0
106785;1;34.0
106786;1;29.0
106790;1;22.0
106807;1;25.0
106809;1;27.0
106810;1;34.0
106813;1;53.0
106829;1;34.0
106831;1;32.0
106832;1;29.0
106834;1;34.0
106839;1;26.0
106841;1;29.0
106847;1;34.0
106851;1;34.0
106857;1;34.0
106869;1;34.0
106877;1;34.0
106879;1;34.0
106881;1;21.0
106884;1;24.0
106885;1;34.0
106888;1;36.0
106894;1;34.0
106896;1;34.0
106899;1;34.0
106901;1;34.0
106905;1;34.0
106906;1;30.0
106910;1;55.0
106915;1;31.0
106916;1;19.0
106918;1;34.0
106919;1;34.0
106922;1;14.0
106923;1;17.0
106926;1;34.0
106932;1;34.0
106933;1;34.0
106938;1;34.0
106939;1;28.0
106943;1;20.0
106944;1;37.0
106945;1;19.0
106956;1;44.0
106959;1;20.0
106966;1;32.0
106967;1;19.0
106971;1;34.0
106989;1;19.0
107002;1;23.0
107007;1;34.0
107008;1;46.0
107014;1;34.0
107016;1;34.0
107024;1;37.0
107032;1;34.0
107037;1;34.0
107038;1;34.0
107043;1;30.0
107045;1;22.0
107051;1;30.0
107059;1;40.0
107060;1;27.0
107072;1;34.0
107074;1;37.0
107083;1;22.0
107093;1;29.0
107100;1;49.0
107111;1;34.0
107115;1;34.0
107117;1;34.0
107118;1;34.0
107120;1;43.0
107124;1;34.0
107143;1;34.0
107145;1;34.0
107151;1;34.0
107163;1;59.0
107175;1;34.0
107176;1;34.0
107177;1;34.0
107178;1;21.0
107179;1;34.0
107189;1;19.0
107203;1;31.0
107210;1;34.0
107229;1;34.0
107241;1;34.0
107250;1;26.0
107268;1;34.0
107271;1;15.0
107277;1;34.0
107278;1;22.0
107281;1;34.0
107285;1;34.0
107286;1;29.0
107292;1;50.0
107297;1;34.0
107298;1;34.0
107300;1;53.0
107302;1;33.0
107306;1;34.0
107308;1;31.0
107311;1;34.0
107317;1;16.0
107322;1;33.0
107323;1;54.0
107327;1;58.0
107338;1;61.0
107340;1;54.0
107343;1;45.0
107351;1;54.0
107366;1;29.0
107372;1;34.0
107379;1;34.0
107381;1;29.0
107386;1;28.0
107392;1;25.0
107393;1;34.0
107397;1;56.0
107400;1;23.0
107408;1;34.0
107411;1;53.0
107415;1;34.0
107430;1;48.0
107432;1;49.0
107439;1;44.0
107445;1;21.0
107455;1;34.0
107457;1;18.0
107462;1;34.0
107465;1;56.0
107472;1;29.0
107479;1;34.0
107481;1;26.0
107489;1;62.0
107506;1;27.0
107517;1;34.0
107522;1;34.0
107525;1;13.0
107526;1;50.0
107529;1;19.0
107530;1;26.0
107538;1;34.0
107543;1;55.0
107550;1;26.0
107553;1;32.0
107555;1;18.0
107562;1;23.0
107569;1;17.0
107571;1;34.0
107579;1;34.0
107580;1;22.0
107588;1;24.0
107593;1;23.0
107598;1;35.0
107610;1;21.0
107619;1;15.0
107621;1;34.0
107632;1;30.0
107637;1;34.0
107638;1;74.0
107642;1;34.0
107646;1;34.0
107651;1;17.0
107652;1;66.0
107653;1;34.0
107667;1;34.0
107671;1;34.0
107683;1;26.0
107688;1;17.0
107689;1;26.0
107696;1;17.0
107698;1;34.0
107700;1;51.0
107711;1;20.0
107721;1;27.0
107728;1;34.0
107743;1;24.0
107753;1;35.0
107759;1;23.0
107763;1;34.0
107765;1;28.0
107769;1;29.0
107770;1;34.0
107775;1;29.0
107779;1;34.0
107792;1;34.0
107794;1;36.0
107796;1;30.0
107797;1;34.0
107799;1;34.0
107800;1;43.0
107806;1;43.0
107809;1;37.0
107820;1;24.0
107829;1;22.0
107830;1;34.0
107846;1;34.0
107847;1;34.0
107849;1;54.0
107853;1;57.0
107872;1;38.0
107879;1;29.0
107885;1;19.0
107902;1;34.0
107908;1;34.0
107913;1;34.0
107916;1;34.0
107918;1;49.0
107920;1;34.0
107930;1;23.0
107932;1;34.0
107933;1;34.0
107938;1;39.0
107943;1;33.0
107950;1;34.0
107967;1;34.0
107968;1;44.0
107974;1;34.0
107980;1;34.0
107985;1;66.0
